District,District Lat,District Lon,Venue,Venue Lat,Venue Lon,Venue Category
Altona-Nord,53.5614,9.94472,Monsieur Alfon's,53.561559153651,9.948051210303388,French Restaurant
Altona-Nord,53.5614,9.94472,Holsten-Brauerei,53.561765529731275,9.944920978876887,Brewery
Altona-Nord,53.5614,9.94472,Food Truck Market,53.56410586751409,9.940271957949214,Street Food Gathering
Altona-Nord,53.5614,9.94472,Stage Club,53.56248946351753,9.948919464705343,Nightclub
Altona-Nord,53.5614,9.94472,EDEKA,53.562257099229434,9.949451414595183,Supermarket
Altona-Nord,53.5614,9.94472,REWE CITY,53.558710909117764,9.949817047996147,Supermarket
Altona-Nord,53.5614,9.94472,Holstenbäckerei,53.5611251000866,9.946867972869379,Bakery
Altona-Nord,53.5614,9.94472,Bäckerei Holstenstraße,53.56114100973776,9.946857401312263,Bakery
Altona-Nord,53.5614,9.94472,John Player Special Kiosk,53.563094610799446,9.945226125256447,Smoke Shop
Altona-Nord,53.5614,9.94472,Polizeisporthalle,53.559553823946054,9.942635495032237,Athletics & Sports
Altona-Nord,53.5614,9.94472,Kiosk an der Ecke,53.56249369528148,9.948642569569188,Smoke Shop
Altona-Nord,53.5614,9.94472,Kaltenkircher Platz,53.56369336659548,9.942440840171173,Plaza
Altona-Nord,53.5614,9.94472,S Holstenstraße,53.56183898530413,9.9491286277771,Light Rail Station
Altona-Nord,53.5614,9.94472,H Kaltenkircher Platz,53.5635484879687,9.941446048112345,Bus Stop
Altona-Nord,53.5614,9.94472,Harkortstraße 125,53.56024344046159,9.939033405386866,Nightclub
Altona-Nord,53.5614,9.94472,Elb-Laufstrecke,53.56136070176882,9.938541497669428,Trail
Altona-Nord,53.5614,9.94472,El Abrazo,53.56047526027781,9.938549995422363,Dance Studio
Altona-Nord,53.5614,9.94472,Packstation 104,53.56474657382952,9.941576240723313,Shipping Store
Altona-Nord,53.5614,9.94472,GHOTEL hotel & living Hamburg Altona,53.564709980380044,9.940862019731842,Hotel
Altona-Nord,53.5614,9.94472,SC Teutonia,53.55716468346313,9.944929364090283,Soccer Field
Altona-Nord,53.5614,9.94472,Bürgertreff Altona Nord,53.564014475787374,9.950701869980405,Cultural Center
Bahrenfeld,53.5690699,9.9055827,Gecko-Bar,53.56612915419202,9.907330930470092,Cocktail Bar
Bahrenfeld,53.5690699,9.9055827,Oh it's fresh!,53.569668189803586,9.898936622812045,Snack Place
Bahrenfeld,53.5690699,9.9055827,REWE,53.56546663,9.90790417,Supermarket
Bahrenfeld,53.5690699,9.9055827,Villa-Beauty-DeLuxe,53.568104408327656,9.904859670768404,Cosmetics Shop
Bahrenfeld,53.5690699,9.9055827,Lutherpark,53.57166415289826,9.901535511016846,Park
Bahrenfeld,53.5690699,9.9055827,ALDI NORD,53.56510184413653,9.907912175674424,Supermarket
Barmbek-Nord,53.5988941,10.0480997,Taverna Kamiros,53.597766687646654,10.042677607140572,Taverna
Barmbek-Nord,53.5988941,10.0480997,Orchideen-Palast Chin. Spezialitätenrestaurant,53.59673205748255,10.043198297658085,Chinese Restaurant
Barmbek-Nord,53.5988941,10.0480997,Taormina,53.59608214330943,10.043349913607067,Italian Restaurant
Barmbek-Nord,53.5988941,10.0480997,Habichtsplatz,53.5978680381273,10.046968292458038,Plaza
Barmbek-Nord,53.5988941,10.0480997,H Langenfort,53.598887210880044,10.050374721528128,Bus Stop
Barmbek-Nord,53.5988941,10.0480997,H Neue Wöhr,53.59824450379228,10.042183483338379,Bus Stop
Barmbek-Nord,53.5988941,10.0480997,Nord-Apotheke,53.597549,10.042305,Pharmacy
Barmbek-Nord,53.5988941,10.0480997,Wendebecken,53.598709827091895,10.054479491017771,Park
Barmbek-Nord,53.5988941,10.0480997,K&M Computer,53.600043,10.041458,Electronics Store
Barmbek-Nord,53.5988941,10.0480997,Empire Videothek,53.596340828129534,10.042658862967993,Video Store
Barmbek-Nord,53.5988941,10.0480997,Spielplatz Hartzloh am Bürgerhaus,53.602496850105794,10.044348692175536,Playground
Barmbek-Nord,53.5988941,10.0480997,Sushi Nanami,53.60070442553273,10.041232594265226,Sushi Restaurant
Barmbek-Süd,53.5798851,10.0432506,Louis Kitchen.Bar,53.578994573412665,10.043754551273011,Bar
Barmbek-Süd,53.5798851,10.0432506,Falafel Factory,53.579697202250784,10.041003348587422,Falafel Restaurant
Barmbek-Süd,53.5798851,10.0432506,Riess Ambiente,53.57921237772265,10.039678398987109,Furniture / Home Store
Barmbek-Süd,53.5798851,10.0432506,Bosna Imbiss,53.57913213,10.03903429,BBQ Joint
Barmbek-Süd,53.5798851,10.0432506,Dehnhaide Grill,53.579133176583056,10.042247852315782,German Restaurant
Barmbek-Süd,53.5798851,10.0432506,Netto Marken-Discount,53.58133879958103,10.045045077880191,Supermarket
Barmbek-Süd,53.5798851,10.0432506,Eco-Express,53.579009126043736,10.039717692620188,Laundromat
Barmbek-Süd,53.5798851,10.0432506,PENNY,53.57859415,10.03969781,Supermarket
Barmbek-Süd,53.5798851,10.0432506,Café Ulrich Münch,53.580229738879666,10.037494682909802,Dessert Shop
Barmbek-Süd,53.5798851,10.0432506,Royal Croque,53.58259102718058,10.047897960689765,Fast Food Restaurant
Barmbek-Süd,53.5798851,10.0432506,Apotheke am Zoll,53.58270611898055,10.047978245646274,Pharmacy
Barmbek-Süd,53.5798851,10.0432506,H Schön Klinik,53.57875902792086,10.049889513131209,Bus Stop
Bergstedt,53.6734296,10.1268758,EDEKA,53.67123984751893,10.124933564255384,Supermarket
Bergstedt,53.6734296,10.1268758,Kolonial- und Fettwaren,53.671226370725485,10.12648417881229,Department Store
Bergstedt,53.6734296,10.1268758,EDEKA Jessen,53.671274428989534,10.125049367882086,Supermarket
Bergstedt,53.6734296,10.1268758,H Bergstedt Markt,53.67088727197155,10.126366918860116,Bus Stop
Bergstedt,53.6734296,10.1268758,Braaker Mühle,53.670486778375164,10.126415203169236,Bakery
Billbrook,53.5275068,10.0867824,H Pinkertweg Mitte,53.52654569771977,10.091615602819699,Bus Stop
Billbrook,53.5275068,10.0867824,The Special Carrier Frachtservice GmbH,53.52741,10.08024,Transportation Service
Billbrook,53.5275068,10.0867824,Hotel Eulenkrug,53.52503603836412,10.091905081229603,Hotel
Billstedt,53.5488992,10.1226247,H Mattkamp,53.547717,10.127059,Bus Stop
Billstedt,53.5488992,10.1226247,Öjendorfer Landhaus,53.546693793903465,10.125804551809049,German Restaurant
Billstedt,53.5488992,10.1226247,Blumencenter Peters,53.54654379808351,10.126811422528688,Flower Shop
Billstedt,53.5488992,10.1226247,Vorwärts Wacker,53.547208873849684,10.117310898214281,Soccer Field
Billstedt,53.5488992,10.1226247,Vereinshaus Vorwärts-Wacker,53.54692459106445,10.116827011108398,Pub
Billstedt,53.5488992,10.1226247,GPL Gerhard Pagel Leuchtenhersteller,53.54923,10.115437,Lighting Store
Billwerder,53.4991884,10.1346105,ETSV Eisenbahn Hamburg,53.49982028595641,10.134052943216048,Soccer Field
Billwerder,53.4991884,10.1346105,S Mittlerer Landweg,53.497214483015696,10.131806148650343,Light Rail Station
Billwerder,53.4991884,10.1346105,Verkaufspavillon,53.497055,10.131275,Food & Drink Shop
Blankenese,53.5575,9.80306,Ponton Op'n Bulln,53.555916,9.805281,Snack Place
Blankenese,53.5575,9.80306,Kaffeegarten Schuldt,53.55880949494344,9.801465612162016,Café
Blankenese,53.5575,9.80306,Elbstrand Blankenese,53.55797710788743,9.796972274780273,Beach
Blankenese,53.5575,9.80306,Süllberg Hotel,53.55949798429108,9.80099495937034,Hotel
Blankenese,53.5575,9.80306,Treppenviertel Blankenese,53.5579954702838,9.809088860777328,Neighborhood
Blankenese,53.5575,9.80306,Leuchtturm Unterfeuer Blankenese,53.558097110643274,9.795807398178745,Lighthouse
Blankenese,53.5575,9.80306,Zum Bäcker,53.5580619965604,9.797915892212249,Restaurant
Blankenese,53.5575,9.80306,Bistro Süllbergterrassen,53.55933717082286,9.801220633060208,Snack Place
Blankenese,53.5575,9.80306,Seven Seas,53.559443423731125,9.801006867126425,French Restaurant
Blankenese,53.5575,9.80306,Sagebiels Fährhaus,53.55739070113708,9.805502393620888,Restaurant
Blankenese,53.5575,9.80306,Fischclub Blankenese,53.556041204245915,9.804523490338898,Seafood Restaurant
Blankenese,53.5575,9.80306,Strandhotel Blankenese,53.55635151064999,9.80812984314097,Hotel
Blankenese,53.5575,9.80306,Treppenkrämer,53.557908,9.802905,Café
Blankenese,53.5575,9.80306,Almhütte Süllberg,53.559326110577615,9.801299030166936,Bavarian Restaurant
Blankenese,53.5575,9.80306,Ahrberg,53.556799753631324,9.804565934709728,Seafood Restaurant
Blankenese,53.5575,9.80306,Elbspaziergang,53.55680272812226,9.80484666009728,Beach
Blankenese,53.5575,9.80306,Fähranleger Blankenese,53.55597002598878,9.804760272463355,Pier
Blankenese,53.5575,9.80306,Op'n Bulln,53.55597593042994,9.80480432510376,Harbor / Marina
Borgfelde,53.5550288,10.0332999,4mosa,53.552367597595925,10.039272690002507,Asian Restaurant
Borgfelde,53.5550288,10.0332999,B&B Hotel Hamburg City-Ost,53.5523475,10.0284201,Hotel
Borgfelde,53.5550288,10.0332999,Park Hotel am Berliner Tor,53.553599586270124,10.027773656942175,Hotel
Borgfelde,53.5550288,10.0332999,Oben Borgfelde,53.55553436279297,10.038811683654785,Park
Borgfelde,53.5550288,10.0332999,lulu's Brotzeit,53.552532,10.029197,Asian Restaurant
Bramfeld,53.616809,10.0790012,Schweinske,53.616455366904006,10.077422349305467,German Restaurant
Bramfeld,53.616809,10.0790012,GZeiten,53.617629164042924,10.078560597488398,Bar
Bramfeld,53.616809,10.0790012,Bramfelder Dorfplatz,53.61406075880024,10.076351165771484,Plaza
Bramfeld,53.616809,10.0790012,Budnikowsky,53.616394240986,10.076938912429693,Pharmacy
Bramfeld,53.616809,10.0790012,Fischfeinkost Ellerbrock,53.61814698184656,10.07915172695224,Fish Market
Bramfeld,53.616809,10.0790012,Bäckerei Rohlfs,53.61790019766196,10.078979176644154,Bakery
Bramfeld,53.616809,10.0790012,La Fortuna,53.6178523384237,10.07878604010038,Italian Restaurant
Bramfeld,53.616809,10.0790012,EDEKA Woytke,53.61860586,10.08061209,Supermarket
Bramfeld,53.616809,10.0790012,Kaufland,53.612711498204874,10.078611944097318,Supermarket
Bramfeld,53.616809,10.0790012,H Berner Chaussee,53.61919058527559,10.080651673137819,Bus Stop
Bramfeld,53.616809,10.0790012,Tjadens Bio Frischemarkt,53.61948475070775,10.080997040402961,Grocery Store
Bramfeld,53.616809,10.0790012,HiFi-Studio-Bramfeld,53.619631298903435,10.081078342772692,Music Store
Bramfeld,53.616809,10.0790012,Hartfelder,53.61413479511128,10.075946463742651,Toy / Game Store
Bramfeld,53.616809,10.0790012,Bäckerei Rohlfs,53.61399792598674,10.075991207106547,Bakery
Bramfeld,53.616809,10.0790012,Hamburger Sparkasse,53.61375498355123,10.07542709977988,Bank
Bramfeld,53.616809,10.0790012,Einstein,53.6206410539333,10.081858888572928,Café
Cranz,53.537285,9.7779288,Gasthaus zur Post,53.534702,9.778484,German Restaurant
Cranz,53.537285,9.7779288,Altes Fährhaus,53.534674,9.779735,German Restaurant
Curslack,53.4490678,10.2290905,EDEKA,53.44772458076477,10.230337,Supermarket
Curslack,53.4490678,10.2290905,PENNY,53.44765019,10.2306714,Supermarket
Curslack,53.4490678,10.2290905,Vierländer Markt Niko Clausen,53.44896023808555,10.228345751278274,Supermarket
Dulsberg,53.5825665,10.0629287,Dithmarscher Grill,53.58033105909571,10.061530488432595,BBQ Joint
Dulsberg,53.5825665,10.0629287,ALDI NORD,53.584607834962995,10.059165705243215,Supermarket
Dulsberg,53.5825665,10.0629287,EDEKA Garling,53.58351700165658,10.056856851004094,Supermarket
Dulsberg,53.5825665,10.0629287,EDEKA,53.58150789562794,10.06346120948287,Supermarket
Dulsberg,53.5825665,10.0629287,REWE,53.582151677736135,10.067346240655047,Supermarket
Dulsberg,53.5825665,10.0629287,Packstation 140,53.581764109773644,10.062806010246277,Shipping Store
Dulsberg,53.5825665,10.0629287,H Olivaer Straße,53.583740762768485,10.057936765001052,Bus Stop
Dulsberg,53.5825665,10.0629287,Dulsberg Grünzug,53.58505257957083,10.06747681010392,Park
Dulsberg,53.5825665,10.0629287,Dallmeyers Backhus,53.58344758869344,10.056783045570961,Bakery
Dulsberg,53.5825665,10.0629287,H Alter Teichweg,53.58640768257842,10.06462665920757,Bus Stop
Dulsberg,53.5825665,10.0629287,U Alter Teichweg,53.586725861111745,10.064337403396353,Metro Station
Dulsberg,53.5825665,10.0629287,Cem's Backshop,53.58668820493121,10.064878071182594,Bakery
Dulsberg,53.5825665,10.0629287,Central Parc - dulli downtown,53.58705386120327,10.063378970630746,Park
Duvenstedt,53.7055213,10.1043167,caros konditorei und davids café,53.708106473067,10.108156025425808,Café
Duvenstedt,53.7055213,10.1043167,Duvenstedter Eiscafé,53.708371548376626,10.10458955794148,Ice Cream Shop
Duvenstedt,53.7055213,10.1043167,LENZ Restaurant,53.7084435193234,10.105507209398125,Modern European Restaurant
Duvenstedt,53.7055213,10.1043167,Ristorante Italia,53.707870910908504,10.108220889195882,Pizza Place
Duvenstedt,53.7055213,10.1043167,Rio Grande,53.70879827877315,10.1060607708832,Burger Joint
Duvenstedt,53.7055213,10.1043167,Lidl,53.70461252084803,10.10416567325592,Supermarket
Duvenstedt,53.7055213,10.1043167,REWE,53.70405872,10.10451676,Supermarket
Duvenstedt,53.7055213,10.1043167,Duvenstedter Markt,53.70425794477981,10.10300820369099,Plaza
Duvenstedt,53.7055213,10.1043167,Wochenmarkt Duvenstedt,53.70852582619696,10.10562606368787,Farmers Market
Duvenstedt,53.7055213,10.1043167,PENNY,53.70835429,10.10745679,Supermarket
Duvenstedt,53.7055213,10.1043167,Park zur Besinnung,53.706943860525065,10.11144233094352,Park
Eidelstedt,53.605,9.91611,Feldmark,53.60521710476167,9.91085745631733,Outdoors & Recreation
Eidelstedt,53.605,9.91611,H Reichsbahnstraße,53.60305237139487,9.91152628402047,Bus Stop
Eidelstedt,53.605,9.91611,The Hostel,53.60329831292701,9.910651039962179,Hostel
Eilbek,53.5672366,10.0452407,Café Rossio,53.56740328430189,10.045289297749457,Café
Eilbek,53.5672366,10.0452407,Würfel & Zucker,53.568851188940464,10.043567219662219,Bistro
Eilbek,53.5672366,10.0452407,WaHing Restaurant 华兴菜馆,53.56788640972108,10.047946524723045,Dim Sum Restaurant
Eilbek,53.5672366,10.0452407,Taverna Mykonos,53.565304825243444,10.050090110159616,Greek Restaurant
Eilbek,53.5672366,10.0452407,Café Brooks,53.563509231742515,10.042005317367142,Café
Eilbek,53.5672366,10.0452407,Snoopkraam,53.564034,10.042726,Café
Eilbek,53.5672366,10.0452407,Trattoria Italiana,53.56741883041274,10.044615568527336,Trattoria/Osteria
Eilbek,53.5672366,10.0452407,Otto's Eiscafé,53.56812496018791,10.048673529689719,Ice Cream Shop
Eilbek,53.5672366,10.0452407,bok imbiss,53.5674101814585,10.045361109067535,Asian Restaurant
Eilbek,53.5672366,10.0452407,Eiscafe Il Salottino,53.56861889871911,10.043659637722117,Ice Cream Shop
Eilbek,53.5672366,10.0452407,Ritterstraße,53.56465466263398,10.045940080554962,Lighthouse
Eilbek,53.5672366,10.0452407,Dat Backhus,53.56408483248313,10.042870506806628,Bakery
Eimsbüttel,53.5724835,9.9501,Karussell,53.57196720638584,9.951598181081058,Bar
Eimsbüttel,53.5724835,9.9501,Alpenkantine,53.575913589410185,9.953172205431356,Café
Eimsbüttel,53.5724835,9.9501,Vineyard,53.576152333760845,9.953705964302728,Wine Bar
Eimsbüttel,53.5724835,9.9501,Greeni,53.57590953539929,9.95343251108365,Italian Restaurant
Eimsbüttel,53.5724835,9.9501,Carlos Coffee,53.575509630122355,9.954590583855227,Coffee Shop
Eimsbüttel,53.5724835,9.9501,Kieser Training,53.57689790726829,9.950661179759509,Gym
Eimsbüttel,53.5724835,9.9501,dm-drogerie markt,53.57566142531176,9.952703104927423,Drugstore
Eimsbüttel,53.5724835,9.9501,EDEKA Niemerszein,53.57583402077406,9.953776501742338,Supermarket
Eimsbüttel,53.5724835,9.9501,Dreißig,53.57247914220356,9.950682922850872,Bar
Eimsbüttel,53.5724835,9.9501,Wehberspark,53.57188076511696,9.954750537872314,Park
Eimsbüttel,53.5724835,9.9501,Budnikowsky,53.569204481717996,9.954632011130895,Pharmacy
Eimsbüttel,53.5724835,9.9501,Heymann Eimsbüttel,53.57671347390274,9.949105643011405,Bookstore
Eimsbüttel,53.5724835,9.9501,Kim Chi,53.57434212569109,9.950395664867562,Korean Restaurant
Eimsbüttel,53.5724835,9.9501,Lüders - Buchhandlung & Antiquariat,53.57654431518754,9.951857676416017,Bookstore
Eimsbüttel,53.5724835,9.9501,Tropea Eis Cafe,53.576242606325216,9.951991090972365,Dessert Shop
Eimsbüttel,53.5724835,9.9501,Unnapark,53.575787880012896,9.950022210243205,Park
Eimsbüttel,53.5724835,9.9501,EDEKA Niemerszein,53.57636629,9.95125557,Supermarket
Eimsbüttel,53.5724835,9.9501,Budnikowsky,53.57561718594,9.953795716050196,Pharmacy
Eimsbüttel,53.5724835,9.9501,La Pergola,53.57592244923794,9.953094173560656,Italian Restaurant
Eimsbüttel,53.5724835,9.9501,basic Bio Supermarkt,53.57616747199539,9.952076550596352,Organic Grocery
Eimsbüttel,53.5724835,9.9501,Konditorei Peukert,53.57210878983409,9.951257678194443,Café
Eimsbüttel,53.5724835,9.9501,TIGER,53.57602523055007,9.952705677553084,Gift Shop
Eimsbüttel,53.5724835,9.9501,Oster 119 - Die Wurst von Eimsbüttel,53.57614761785937,9.95202168188716,Hot Dog Joint
Eimsbüttel,53.5724835,9.9501,Hansebäcker Junge,53.57635739022564,9.949948140400613,Bakery
Eimsbüttel,53.5724835,9.9501,Café 129,53.56876798701621,9.950058303897125,Bakery
Eimsbüttel,53.5724835,9.9501,Skin Biology Center,53.57183763193331,9.951306930751258,Cosmetics Shop
Eimsbüttel,53.5724835,9.9501,Nur Hier,53.5717085499614,9.952853755198246,Bakery
Eimsbüttel,53.5724835,9.9501,U Emilienstraße,53.571426638981464,9.952976658120996,Metro Station
Eimsbüttel,53.5724835,9.9501,Telekom Shop,53.576817948610035,9.951649904251099,Mobile Phone Shop
Eimsbüttel,53.5724835,9.9501,Rossmann,53.57662759818207,9.951858427353097,Drugstore
Eimsbüttel,53.5724835,9.9501,ALDI NORD,53.5689430482973,9.95451622323828,Supermarket
Eimsbüttel,53.5724835,9.9501,REWE,53.57071349438842,9.943162918557915,Supermarket
Eimsbüttel,53.5724835,9.9501,H Apostelkirche,53.57517299123927,9.94550439419024,Bus Stop
Eimsbüttel,53.5724835,9.9501,BUTLERS,53.57638696950724,9.94983535678551,Furniture / Home Store
Eimsbüttel,53.5724835,9.9501,Das Kleine Schwarze,53.572436,9.957005,Hotel
Eimsbüttel,53.5724835,9.9501,Traudls Backshop & Stehcafé,53.56837415454868,9.950794277230301,Bakery
Eißendorf,53.4513998,9.9421973,Moratinos Meissner Lafuente GbR,53.45183,9.942980000000034,Lawyer
Eißendorf,53.4513998,9.9421973,H Strucksbarg,53.44994404077697,9.937238121431568,Bus Stop
Eißendorf,53.4513998,9.9421973,PENNY,53.44798,9.944277,Supermarket
Eppendorf,53.5903912,9.9868771,Cornelia Poletto,53.590185652846586,9.98728358569359,Mediterranean Restaurant
Eppendorf,53.5903912,9.9868771,Holthusenbad,53.58940874360019,9.99042639213184,Pool
Eppendorf,53.5903912,9.9868771,Sporting Live,53.58905700356103,9.985068274858746,Gym
Eppendorf,53.5903912,9.9868771,Fruchthaus Düntas,53.59139078632261,9.987918210743445,Fruit & Vegetable Store
Eppendorf,53.5903912,9.9868771,Brechtmanns Bistro,53.592849,9.987254,German Restaurant
Eppendorf,53.5903912,9.9868771,raw like sushi,53.59240981488772,9.986953909135378,Sushi Restaurant
Eppendorf,53.5903912,9.9868771,Konditorei Lindtner,53.5910974965963,9.988052845001219,Dessert Shop
Eppendorf,53.5903912,9.9868771,EDEKA Schlemmermarkt,53.58839410980269,9.985655906261151,Supermarket
Eppendorf,53.5903912,9.9868771,EIS Schmidt,53.59170342581353,9.98803724996067,Ice Cream Shop
Eppendorf,53.5903912,9.9868771,Kochhaus Eppendorf,53.590855858205366,9.987674472375815,Food Court
Eppendorf,53.5903912,9.9868771,Anita Hass,53.588766074377865,9.986456548558095,Boutique
Eppendorf,53.5903912,9.9868771,Chicago Meatpackers,53.59249825292608,9.986708397139912,Diner
Eppendorf,53.5903912,9.9868771,Kellinghusenpark,53.588550205561454,9.988192319869995,Park
Eppendorf,53.5903912,9.9868771,ÖkoWochenmarkt Eppendorf,53.59038490097262,9.986671251533256,Farmers Market
Eppendorf,53.5903912,9.9868771,Schramme 10,53.590898214383564,9.988961905434584,Gastropub
Eppendorf,53.5903912,9.9868771,TK Maxx,53.59035646232315,9.986559524835103,Clothing Store
Eppendorf,53.5903912,9.9868771,Otto F. K. Koch,53.59232712796083,9.988475180237305,Paper / Office Supplies Store
Eppendorf,53.5903912,9.9868771,Hansebäcker Junge,53.58769056088573,9.985020444908152,Bakery
